Date,Node_ID,Node_Type,Product_ID,Opening_Inventory,Incoming_Quantity,Outgoing_Quantity,Closing_Inventory,Safety_Stock,Inventory_Risk,Days_of_Cover,Cover_vs_Safety
2026-06-11,F02,Factory,P009,200,17,59,158,48,CRITICAL,2.68,3.292
2026-06-12,F02,Factory,P009,201,18,37,182,48,CRITICAL,4.92,3.792
2026-06-13,F02,Factory,P009,210,8,35,183,48,HIGH,5.23,3.812
2026-06-14,F02,Factory,P009,204,16,27,193,48,HIGH,7.15,4.021
2026-06-15,F02,Factory,P009,213,10,23,200,48,HIGH,8.7,4.167
2026-06-16,F02,Factory,P009,216,1,0,217,48,LOW,999.0,4.521
2026-06-17,F02,Factory,P009,217,2,16,203,48,MEDIUM,12.69,4.229
2026-06-18,F02,Factory,P009,211,13,32,192,48,HIGH,6.0,4.0
2026-06-19,F02,Factory,P009,216,25,10,231,48,MEDIUM,23.1,4.812
2026-06-20,F02,Factory,P009,237,11,17,231,48,MEDIUM,13.59,4.812
2026-06-21,F02,Factory,P009,243,8,46,205,48,CRITICAL,4.46,4.271
2026-06-22,F02,Factory,P009,237,8,13,232,48,MEDIUM,17.85,4.833
2026-06-23,F02,Factory,P009,238,19,83,174,48,CRITICAL,2.1,3.625
2026-06-24,F02,Factory,P009,238,6,8,236,48,LOW,29.5,4.917
2026-06-25,F02,Factory,P009,242,7,41,208,48,HIGH,5.07,4.333
2026-06-26,F02,Factory,P009,236,27,11,252,48,MEDIUM,22.91,5.25
2026-06-27,F02,Factory,P009,260,1,40,221,48,HIGH,5.52,4.604
2026-06-28,F02,Factory,P009,248,30,49,229,48,CRITICAL,4.67,4.771
2026-06-29,F02,Factory,P009,265,30,36,259,48,HIGH,7.19,5.396
2026-06-30,F02,Factory,P009,279,1,33,247,48,HIGH,7.48,5.146
2026-06-01,F02,Factory,P010,68,6,3,71,14,MEDIUM,23.67,5.071
2026-06-02,F02,Factory,P010,71,1,1,71,14,LOW,71.0,5.071
2026-06-03,F02,Factory,P010,71,5,3,73,14,MEDIUM,24.33,5.214
2026-06-04,F02,Factory,P010,73,5,2,76,14,LOW,38.0,5.429
2026-06-05,F02,Factory,P010,76,3,4,75,14,MEDIUM,18.75,5.357
2026-06-06,F02,Factory,P010,75,0,3,72,14,MEDIUM,24.0,5.143
2026-06-07,F02,Factory,P010,72,3,5,70,14,MEDIUM,14.0,5.0
2026-06-08,F02,Factory,P010,70,5,2,73,14,LOW,36.5,5.214
2026-06-09,F02,Factory,P010,73,2,1,74,14,LOW,74.0,5.286
2026-06-10,F02,Factory,P010,74,1,1,74,14,LOW,74.0,5.286
2026-06-11,F02,Factory,P010,74,6,0,80,14,LOW,999.0,5.714
2026-06-12,F02,Factory,P010,80,0,4,76,14,MEDIUM,19.0,5.429
2026-06-13,F02,Factory,P010,76,2,5,73,14,MEDIUM,14.6,5.214
2026-06-14,F02,Factory,P010,73,6,5,74,14,MEDIUM,14.8,5.286
2026-06-15,F02,Factory,P010,74,4,3,75,14,LOW,25.0,5.357
2026-06-16,F02,Factory,P010,75,3,1,77,14,LOW,77.0,5.5
2026-06-17,F02,Factory,P010,77,5,6,76,14,MEDIUM,12.67,5.429
2026-06-18,F02,Factory,P010,76,2,0,78,14,LOW,999.0,5.571
2026-06-19,F02,Factory,P010,78,5,2,81,14,LOW,40.5,5.786
2026-06-20,F02,Factory,P010,81,7,6,82,14,MEDIUM,13.67,5.857
2026-06-21,F02,Factory,P010,82,9,3,88,14,LOW,29.33,6.286
2026-06-22,F02,Factory,P010,88,9,0,97,14,LOW,999.0,6.929
2026-06-23,F02,Factory,P010,97,4,2,99,14,LOW,49.5,7.071
2026-06-24,F02,Factory,P010,99,11,5,105,14,MEDIUM,21.0,7.5
2026-06-25,F02,Factory,P010,105,4,1,108,14,LOW,108.0,7.714
2026-06-26,F02,Factory,P010,108,10,6,112,14,MEDIUM,18.67,8.0
2026-06-27,F02,Factory,P010,112,11,4,119,14,LOW,29.75,8.5
2026-06-28,F02,Factory,P010,119,2,3,118,14,LOW,39.33,8.429
2026-06-29,F02,Factory,P010,118,8,2,124,14,LOW,62.0,8.857
2026-06-30,F02,Factory,P010,124,1,9,116,14,MEDIUM,12.89,8.286
2026-06-01,F02,Factory,P011,196,12,19,189,43,HIGH,9.95,4.395
2026-06-02,F02,Factory,P011,201,13,43,171,43,CRITICAL,3.98,3.977
2026-06-03,F02,Factory,P011,200,0,24,176,43,HIGH,7.33,4.093
2026-06-04,F02,Factory,P011,192,6,2,196,43,LOW,98.0,4.558
2026-06-05,F02,Factory,P011,197,0,35,162,43,CRITICAL,4.63,3.767
2026-06-06,F02,Factory,P011,189,12,17,184,43,HIGH,10.82,4.279
2026-06-07,F02,Factory,P011,192,18,15,195,43,MEDIUM,13.0,4.535
2026-06-08,F02,Factory,P011,202,14,45,171,43,CRITICAL,3.8,3.977
2026-06-09,F02,Factory,P011,200,16,62,154,43,CRITICAL,2.48,3.581
2026-06-10,F02,Factory,P011,198,5,33,170,43,HIGH,5.15,3.953
2026-06-11,F02,Factory,P011,189,16,32,173,43,HIGH,5.41,4.023
2026-06-12,F02,Factory,P011,195,0,37,158,43,CRITICAL,4.27,3.674
2026-06-13,F02,Factory,P011,185,19,23,181,43,HIGH,7.87,4.209
2026-06-14,F02,Factory,P011,193,0,22,171,43,HIGH,7.77,3.977
2026-06-15,F02,Factory,P011,188,13,38,163,43,CRITICAL,4.29,3.791
2026-06-16,F02,Factory,P011,187,10,53,144,43,CRITICAL,2.72,3.349
2026-06-17,F02,Factory,P011,182,17,9,190,43,MEDIUM,21.11,4.419
2026-06-18,F02,Factory,P011,195,4,62,137,43,CRITICAL,2.21,3.186
2026-06-19,F02,Factory,P011,182,12,60,134,43,CRITICAL,2.23,3.116
2026-06-20,F02,Factory,P011,179,20,15,184,43,MEDIUM,12.27,4.279
2026-06-21,F02,Factory,P011,192,1,38,155,43,CRITICAL,4.08,3.605
2026-06-22,F02,Factory,P011,176,12,5,183,43,LOW,36.6,4.256
2026-06-23,F02,Factory,P011,186,12,0,198,43,LOW,999.0,4.605
2026-06-24,F02,Factory,P011,198,6,26,178,43,HIGH,6.85,4.14
2026-06-25,F02,Factory,P011,198,10,34,174,43,HIGH,5.12,4.047
2026-06-26,F02,Factory,P011,198,20,21,197,43,HIGH,9.38,4.581
2026-06-27,F02,Factory,P011,212,19,82,149,43,CRITICAL,1.82,3.465
2026-06-28,F02,Factory,P011,212,19,20,211,43,HIGH,10.55,4.907
2026-06-29,F02,Factory,P011,226,18,24,220,43,HIGH,9.17,5.116
2026-06-30,F02,Factory,P011,238,13,38,213,43,HIGH,5.61,4.953
2026-06-01,F02,Factory,P012,381,13,0,394,83,LOW,999.0,4.747
2026-06-02,F02,Factory,P012,394,41,28,407,83,MEDIUM,14.54,4.904
2026-06-03,F02,Factory,P012,407,6,15,398,83,LOW,26.53,4.795
2026-06-04,F02,Factory,P012,398,12,38,372,83,HIGH,9.79,4.482
2026-06-05,F02,Factory,P012,372,43,25,390,83,MEDIUM,15.6,4.699
2026-06-06,F02,Factory,P012,390,21,2,409,83,LOW,204.5,4.928
2026-06-07,F02,Factory,P012,409,12,3,418,83,LOW,139.33,5.036
2026-06-08,F02,Factory,P012,418,41,3,456,83,LOW,152.0,5.494
2026-06-09,F02,Factory,P012,456,38,42,452,83,HIGH,10.76,5.446
2026-06-10,F02,Factory,P012,452,17,30,439,83,MEDIUM,14.63,5.289
2026-06-11,F02,Factory,P012,439,47,18,468,83,LOW,26.0,5.639
2026-06-12,F02,Factory,P012,468,26,9,485,83,LOW,53.89,5.843
2026-06-13,F02,Factory,P012,485,25,41,469,83,HIGH,11.44,5.651
2026-06-14,F02,Factory,P012,469,38,9,498,83,LOW,55.33,6.0
2026-06-15,F02,Factory,P012,498,32,34,496,83,MEDIUM,14.59,5.976
2026-06-16,F02,Factory,P012,496,4,37,463,83,MEDIUM,12.51,5.578
2026-06-17,F02,Factory,P012,463,11,13,461,83,LOW,35.46,5.554
2026-06-18,F02,Factory,P012,461,23,23,461,83,MEDIUM,20.04,5.554
2026-06-19,F02,Factory,P012,461,52,10,503,83,LOW,50.3,6.06
2026-06-20,F02,Factory,P012,503,15,18,500,83,LOW,27.78,6.024
2026-06-21,F02,Factory,P012,500,53,48,505,83,HIGH,10.52,6.084
2026-06-22,F02,Factory,P012,505,28,34,499,83,MEDIUM,14.68,6.012
2026-06-23,F02,Factory,P012,499,56,41,514,83,MEDIUM,12.54,6.193
2026-06-24,F02,Factory,P012,514,43,27,530,83,MEDIUM,19.63,6.386
2026-06-25,F02,Factory,P012,530,64,12,582,83,LOW,48.5,7.012
2026-06-26,F02,Factory,P012,582,26,41,567,83,MEDIUM,13.83,6.831
2026-06-27,F02,Factory,P012,567,1,28,540,83,MEDIUM,19.29,6.506
2026-06-28,F02,Factory,P012,540,57,9,588,83,LOW,65.33,7.084
2026-06-29,F02,Factory,P012,588,58,23,623,83,LOW,27.09,7.506
2026-06-30,F02,Factory,P012,623,66,39,650,83,MEDIUM,16.67,7.831
2026-06-01,F02,Factory,P013,130,2,9,123,28,MEDIUM,13.67,4.393
2026-06-02,F02,Factory,P013,123,0,2,121,28,LOW,60.5,4.321
2026-06-03,F02,Factory,P013,121,13,10,124,28,MEDIUM,12.4,4.429
2026-06-04,F02,Factory,P013,124,0,4,120,28,LOW,30.0,4.286
2026-06-05,F02,Factory,P013,120,1,3,118,28,LOW,39.33,4.214
2026-06-06,F02,Factory,P013,118,13,2,129,28,LOW,64.5,4.607
2026-06-07,F02,Factory,P013,129,10,9,130,28,MEDIUM,14.44,4.643
2026-06-08,F02,Factory,P013,130,14,4,140,28,LOW,35.0,5.0
2026-06-09,F02,Factory,P013,140,11,6,145,28,MEDIUM,24.17,5.179
2026-06-10,F02,Factory,P013,145,1,3,143,28,LOW,47.67,5.107
2026-06-11,F02,Factory,P013,143,12,9,146,28,MEDIUM,16.22,5.214
2026-06-12,F02,Factory,P013,146,9,10,145,28,MEDIUM,14.5,5.179
2026-06-13,F02,Factory,P013,145,12,4,153,28,LOW,38.25,5.464
2026-06-14,F02,Factory,P013,153,5,14,144,28,HIGH,10.29,5.143
2026-06-15,F02,Factory,P013,144,17,0,161,28,LOW,999.0,5.75
2026-06-16,F02,Factory,P013,161,15,2,174,28,LOW,87.0,6.214
2026-06-17,F02,Factory,P013,174,18,10,182,28,MEDIUM,18.2,6.5
2026-06-18,F02,Factory,P013,182,15,12,185,28,MEDIUM,15.42,6.607
2026-06-19,F02,Factory,P013,185,13,4,194,28,LOW,48.5,6.929
2026-06-20,F02,Factory,P013,194,19,10,203,28,MEDIUM,20.3,7.25
2026-06-21,F02,Factory,P013,203,13,6,210,28,LOW,35.0,7.5
2026-06-22,F02,Factory,P013,210,0,11,199,28,MEDIUM,18.09,7.107
2026-06-23,F02,Factory,P013,199,8,12,195,28,MEDIUM,16.25,6.964
2026-06-24,F02,Factory,P013,195,8,18,185,28,HIGH,10.28,6.607
2026-06-25,F02,Factory,P013,185,15,8,192,28,MEDIUM,24.0,6.857
2026-06-26,F02,Factory,P013,192,16,12,196,28,MEDIUM,16.33,7.0
2026-06-27,F02,Factory,P013,196,14,10,200,28,MEDIUM,20.0,7.143
2026-06-28,F02,Factory,P013,200,23,6,217,28,LOW,36.17,7.75
2026-06-29,F02,Factory,P013,217,11,5,223,28,LOW,44.6,7.964
2026-06-30,F02,Factory,P013,223,15,21,217,28,HIGH,10.33,7.75
2026-06-01,F02,Factory,P014,135,9,2,142,29,LOW,71.0,4.897
2026-06-02,F02,Factory,P014,142,15,11,146,29,MEDIUM,13.27,5.034
2026-06-03,F02,Factory,P014,146,7,2,151,29,LOW,75.5,5.207
2026-06-04,F02,Factory,P014,151,7,12,146,29,MEDIUM,12.17,5.034
2026-06-05,F02,Factory,P014,146,10,2,154,29,LOW,77.0,5.31
2026-06-06,F02,Factory,P014,154,3,14,143,29,HIGH,10.21,4.931
2026-06-07,F02,Factory,P014,143,7,9,141,29,MEDIUM,15.67,4.862
2026-06-08,F02,Factory,P014,141,6,1,146,29,LOW,146.0,5.034
2026-06-09,F02,Factory,P014,146,7,9,144,29,MEDIUM,16.0,4.966
2026-06-10,F02,Factory,P014,144,6,8,142,29,MEDIUM,17.75,4.897
2026-06-11,F02,Factory,P014,142,7,4,145,29,LOW,36.25,5.0
2026-06-12,F02,Factory,P014,145,4,3,146,29,LOW,48.67,5.034
2026-06-13,F02,Factory,P014,146,4,10,140,29,MEDIUM,14.0,4.828
2026-06-14,F02,Factory,P014,140,5,10,135,29,MEDIUM,13.5,4.655
2026-06-15,F02,Factory,P014,135,4,4,135,29,LOW,33.75,4.655
2026-06-16,F02,Factory,P014,135,14,11,138,29,MEDIUM,12.55,4.759
2026-06-17,F02,Factory,P014,138,6,3,141,29,LOW,47.0,4.862
2026-06-18,F02,Factory,P014,141,12,0,153,29,LOW,999.0,5.276
2026-06-19,F02,Factory,P014,153,8,8,153,29,MEDIUM,19.12,5.276
2026-06-20,F02,Factory,P014,153,12,1,164,29,LOW,164.0,5.655
2026-06-21,F02,Factory,P014,164,0,4,160,29,LOW,40.0,5.517
2026-06-22,F02,Factory,P014,160,2,8,154,29,MEDIUM,19.25,5.31
2026-06-23,F02,Factory,P014,154,17,4,167,29,LOW,41.75,5.759
2026-06-24,F02,Factory,P014,167,9,3,173,29,LOW,57.67,5.966
2026-06-25,F02,Factory,P014,173,0,11,162,29,MEDIUM,14.73,5.586
2026-06-26,F02,Factory,P014,162,5,8,159,29,MEDIUM,19.88,5.483
2026-06-27,F02,Factory,P014,159,12,12,159,29,MEDIUM,13.25,5.483
2026-06-28,F02,Factory,P014,159,3,8,154,29,MEDIUM,19.25,5.31
2026-06-29,F02,Factory,P014,154,17,7,164,29,MEDIUM,23.43,5.655
2026-06-30,F02,Factory,P014,164,0,4,160,29,LOW,40.0,5.517
2026-06-01,F02,Factory,P015,383,37,82,338,84,CRITICAL,4.12,4.024
2026-06-02,F02,Factory,P015,390,15,18,387,84,MEDIUM,21.5,4.607
2026-06-03,F02,Factory,P015,398,14,25,387,84,MEDIUM,15.48,4.607
2026-06-04,F02,Factory,P015,403,37,93,347,84,CRITICAL,3.73,4.131
2026-06-05,F02,Factory,P015,407,2,65,344,84,HIGH,5.29,4.095
2026-06-06,F02,Factory,P015,380,35,64,351,84,HIGH,5.48,4.179
2026-06-07,F02,Factory,P015,392,42,3,431,84,LOW,143.67,5.131
2026-06-08,F02,Factory,P015,433,37,13,457,84,LOW,35.15,5.44
2026-06-09,F02,Factory,P015,465,52,51,466,84,HIGH,9.14,5.548
2026-06-10,F02,Factory,P015,495,5,102,398,84,CRITICAL,3.9,4.738
2026-06-11,F02,Factory,P015,464,43,65,442,84,HIGH,6.8,5.262
2026-06-12,F02,Factory,P015,486,18,0,504,84,LOW,999.0,6.0
2026-06-13,F02,Factory,P015,504,57,33,528,84,MEDIUM,16.0,6.286
2026-06-14,F02,Factory,P015,552,58,77,533,84,HIGH,6.92,6.345
2026-06-15,F02,Factory,P015,578,49,78,549,84,HIGH,7.04,6.536
2026-06-16,F02,Factory,P015,588,62,3,647,84,LOW,215.67,7.702
2026-06-17,F02,Factory,P015,649,80,5,724,84,LOW,144.8,8.619
2026-06-18,F02,Factory,P015,727,89,52,764,84,MEDIUM,14.69,9.095
2026-06-19,F02,Factory,P015,798,83,26,855,84,LOW,32.88,10.179
2026-06-20,F02,Factory,P015,875,50,111,814,84,HIGH,7.33,9.69
2026-06-21,F02,Factory,P015,878,104,27,955,84,LOW,35.37,11.369
2026-06-22,F02,Factory,P015,972,4,230,746,84,CRITICAL,3.24,8.881
2026-06-23,F02,Factory,P015,914,5,222,697,84,CRITICAL,3.14,8.298
2026-06-24,F02,Factory,P015,849,4,163,690,84,CRITICAL,4.23,8.214
2026-06-25,F02,Factory,P015,772,51,168,655,84,CRITICAL,3.9,7.798
2026-06-26,F02,Factory,P015,750,11,85,676,84,HIGH,7.95,8.048
2026-06-27,F02,Factory,P015,741,41,4,778,84,LOW,194.5,9.262
2026-06-28,F02,Factory,P015,780,9,87,702,84,HIGH,8.07,8.357
2026-06-29,F02,Factory,P015,764,70,206,628,84,CRITICAL,3.05,7.476
2026-06-30,F02,Factory,P015,781,8,10,779,84,LOW,77.9,9.274
2026-06-01,F03,Factory,P001,134,10,15,129,29,HIGH,8.6,4.448
2026-06-02,F03,Factory,P001,140,13,9,144,29,MEDIUM,16.0,4.966
2026-06-03,F03,Factory,P001,149,6,8,147,29,MEDIUM,18.38,5.069
2026-06-04,F03,Factory,P001,152,5,27,130,29,CRITICAL,4.81,4.483
2026-06-05,F03,Factory,P001,147,8,40,115,29,CRITICAL,2.88,3.966
2026-06-06,F03,Factory,P001,146,1,17,130,29,HIGH,7.65,4.483
2026-06-07,F03,Factory,P001,140,7,27,120,29,CRITICAL,4.44,4.138
2026-06-08,F03,Factory,P001,135,6,4,137,29,LOW,34.25,4.724
2026-06-09,F03,Factory,P001,140,11,5,146,29,LOW,29.2,5.034
2026-06-10,F03,Factory,P001,149,16,20,145,29,HIGH,7.25,5.0
2026-06-11,F03,Factory,P001,160,15,35,140,29,CRITICAL,4.0,4.828
2026-06-12,F03,Factory,P001,165,9,30,144,29,CRITICAL,4.8,4.966
2026-06-13,F03,Factory,P001,165,3,4,164,29,LOW,41.0,5.655
2026-06-14,F03,Factory,P001,167,15,56,126,29,CRITICAL,2.25,4.345
2026-06-15,F03,Factory,P001,167,17,9,175,29,MEDIUM,19.44,6.034
2026-06-16,F03,Factory,P001,180,7,26,161,29,HIGH,6.19,5.552
2026-06-17,F03,Factory,P001,181,15,47,149,29,CRITICAL,3.17,5.138
2026-06-18,F03,Factory,P001,185,18,70,133,29,CRITICAL,1.9,4.586
2026-06-19,F03,Factory,P001,186,9,38,157,29,CRITICAL,4.13,5.414
2026-06-20,F03,Factory,P001,184,11,55,140,29,CRITICAL,2.55,4.828
2026-06-21,F03,Factory,P001,178,7,10,175,29,MEDIUM,17.5,6.034
2026-06-22,F03,Factory,P001,182,8,21,169,29,HIGH,8.05,5.828
2026-06-23,F03,Factory,P001,179,20,44,155,29,CRITICAL,3.52,5.345
2026-06-24,F03,Factory,P001,185,0,31,154,29,CRITICAL,4.97,5.31
2026-06-25,F03,Factory,P001,176,3,21,158,29,HIGH,7.52,5.448
2026-06-26,F03,Factory,P001,173,19,44,148,29,CRITICAL,3.36,5.103
2026-06-27,F03,Factory,P001,176,3,6,173,29,LOW,28.83,5.966
2026-06-28,F03,Factory,P001,177,15,21,171,29,HIGH,8.14,5.897
2026-06-29,F03,Factory,P001,186,9,45,150,29,CRITICAL,3.33,5.172
2026-06-30,F03,Factory,P001,180,20,69,131,29,CRITICAL,1.9,4.517
2026-06-01,F03,Factory,P002,125,11,11,125,27,HIGH,11.36,4.63
2026-06-02,F03,Factory,P002,125,10,10,125,27,MEDIUM,12.5,4.63
2026-06-03,F03,Factory,P002,125,8,0,133,27,LOW,999.0,4.926
2026-06-04,F03,Factory,P002,133,13,12,134,27,HIGH,11.17,4.963
2026-06-05,F03,Factory,P002,134,4,5,133,27,LOW,26.6,4.926
2026-06-06,F03,Factory,P002,133,9,8,134,27,MEDIUM,16.75,4.963
2026-06-07,F03,Factory,P002,134,10,5,139,27,LOW,27.8,5.148
2026-06-08,F03,Factory,P002,139,14,10,143,27,MEDIUM,14.3,5.296
2026-06-09,F03,Factory,P002,143,16,8,151,27,MEDIUM,18.88,5.593
2026-06-10,F03,Factory,P002,151,1,12,140,27,HIGH,11.67,5.185
2026-06-11,F03,Factory,P002,140,1,2,139,27,LOW,69.5,5.148
2026-06-12,F03,Factory,P002,139,4,2,141,27,LOW,70.5,5.222
2026-06-13,F03,Factory,P002,141,12,6,147,27,MEDIUM,24.5,5.444
2026-06-14,F03,Factory,P002,147,3,0,150,27,LOW,999.0,5.556
2026-06-15,F03,Factory,P002,150,3,10,143,27,MEDIUM,14.3,5.296
2026-06-16,F03,Factory,P002,143,13,4,152,27,LOW,38.0,5.63
2026-06-17,F03,Factory,P002,152,1,8,145,27,MEDIUM,18.12,5.37
2026-06-18,F03,Factory,P002,145,14,0,159,27,LOW,999.0,5.889
2026-06-19,F03,Factory,P002,159,15,2,172,27,LOW,86.0,6.37
2026-06-20,F03,Factory,P002,172,5,10,167,27,MEDIUM,16.7,6.185
2026-06-21,F03,Factory,P002,167,1,4,164,27,LOW,41.0,6.074
2026-06-22,F03,Factory,P002,164,2,3,163,27,LOW,54.33,6.037
2026-06-23,F03,Factory,P002,163,15,3,175,27,LOW,58.33,6.481
2026-06-24,F03,Factory,P002,175,0,3,172,27,LOW,57.33,6.37
2026-06-25,F03,Factory,P002,172,1,10,163,27,MEDIUM,16.3,6.037
2026-06-26,F03,Factory,P002,163,19,2,180,27,LOW,90.0,6.667
2026-06-27,F03,Factory,P002,180,16,6,190,27,LOW,31.67,7.037
2026-06-28,F03,Factory,P002,190,1,13,178,27,MEDIUM,13.69,6.593
2026-06-29,F03,Factory,P002,178,4,8,174,27,MEDIUM,21.75,6.444
2026-06-30,F03,Factory,P002,174,10,10,174,27,MEDIUM,17.4,6.444
2026-06-01,F03,Factory,P003,195,3,4,194,42,LOW,48.5,4.619
2026-06-02,F03,Factory,P003,194,17,17,194,42,HIGH,11.41,4.619
2026-06-03,F03,Factory,P003,194,0,7,187,42,LOW,26.71,4.452
2026-06-04,F03,Factory,P003,187,20,5,202,42,LOW,40.4,4.81
2026-06-05,F03,Factory,P003,202,11,18,195,42,HIGH,10.83,4.643
2026-06-06,F03,Factory,P003,195,23,12,206,42,MEDIUM,17.17,4.905
2026-06-07,F03,Factory,P003,206,17,12,211,42,MEDIUM,17.58,5.024
2026-06-08,F03,Factory,P003,211,7,18,200,42,HIGH,11.11,4.762
2026-06-09,F03,Factory,P003,200,0,1,199,42,LOW,199.0,4.738
2026-06-10,F03,Factory,P003,199,14,15,198,42,MEDIUM,13.2,4.714
2026-06-11,F03,Factory,P003,198,19,12,205,42,MEDIUM,17.08,4.881
2026-06-12,F03,Factory,P003,205,9,7,207,42,LOW,29.57,4.929
2026-06-13,F03,Factory,P003,207,10,5,212,42,LOW,42.4,5.048
2026-06-14,F03,Factory,P003,212,10,2,220,42,LOW,110.0,5.238
2026-06-15,F03,Factory,P003,220,8,20,208,42,HIGH,10.4,4.952
2026-06-16,F03,Factory,P003,208,18,2,224,42,LOW,112.0,5.333
2026-06-17,F03,Factory,P003,224,8,5,227,42,LOW,45.4,5.405
2026-06-18,F03,Factory,P003,227,7,15,219,42,MEDIUM,14.6,5.214
2026-06-19,F03,Factory,P003,219,24,14,229,42,MEDIUM,16.36,5.452
2026-06-20,F03,Factory,P003,229,13,3,239,42,LOW,79.67,5.69
2026-06-21,F03,Factory,P003,239,4,18,225,42,MEDIUM,12.5,5.357
2026-06-22,F03,Factory,P003,225,18,11,232,42,MEDIUM,21.09,5.524
2026-06-23,F03,Factory,P003,232,16,19,229,42,MEDIUM,12.05,5.452
2026-06-24,F03,Factory,P003,229,22,1,250,42,LOW,250.0,5.952
2026-06-25,F03,Factory,P003,250,12,1,261,42,LOW,261.0,6.214
2026-06-26,F03,Factory,P003,261,12,16,257,42,MEDIUM,16.06,6.119
2026-06-27,F03,Factory,P003,257,6,3,260,42,LOW,86.67,6.19
2026-06-28,F03,Factory,P003,260,15,13,262,42,MEDIUM,20.15,6.238
2026-06-29,F03,Factory,P003,262,22,0,284,42,LOW,999.0,6.762
2026-06-30,F03,Factory,P003,284,8,21,271,42,MEDIUM,12.9,6.452
2026-06-01,F03,Factory,P004,106,8,8,106,23,MEDIUM,13.25,4.609
2026-06-02,F03,Factory,P004,106,10,8,108,23,MEDIUM,13.5,4.696
2026-06-03,F03,Factory,P004,108,6,9,105,23,HIGH,11.67,4.565
2026-06-04,F03,Factory,P004,105,5,9,101,23,HIGH,11.22,4.391
2026-06-05,F03,Factory,P004,101,4,4,101,23,LOW,25.25,4.391
2026-06-06,F03,Factory,P004,101,8,3,106,23,LOW,35.33,4.609
2026-06-07,F03,Factory,P004,106,1,8,99,23,MEDIUM,12.38,4.304
2026-06-08,F03,Factory,P004,99,5,8,96,23,MEDIUM,12.0,4.174
2026-06-09,F03,Factory,P004,96,4,8,92,23,HIGH,11.5,4.0
2026-06-10,F03,Factory,P004,92,6,6,92,23,MEDIUM,15.33,4.0
2026-06-11,F03,Factory,P004,92,8,1,99,23,LOW,99.0,4.304
2026-06-12,F03,Factory,P004,99,9,8,100,23,MEDIUM,12.5,4.348
2026-06-13,F03,Factory,P004,100,7,9,98,23,HIGH,10.89,4.261
2026-06-14,F03,Factory,P004,98,10,5,103,23,MEDIUM,20.6,4.478
2026-06-15,F03,Factory,P004,103,5,8,100,23,MEDIUM,12.5,4.348
2026-06-16,F03,Factory,P004,100,2,5,97,23,MEDIUM,19.4,4.217
2026-06-17,F03,Factory,P004,97,9,8,98,23,MEDIUM,12.25,4.261
2026-06-18,F03,Factory,P004,98,3,0,101,23,LOW,999.0,4.391
2026-06-19,F03,Factory,P004,101,4,8,97,23,MEDIUM,12.12,4.217
2026-06-20,F03,Factory,P004,97,6,0,103,23,LOW,999.0,4.478
2026-06-21,F03,Factory,P004,103,1,3,101,23,LOW,33.67,4.391
2026-06-22,F03,Factory,P004,101,4,1,104,23,LOW,104.0,4.522
2026-06-23,F03,Factory,P004,104,6,4,106,23,LOW,26.5,4.609
2026-06-24,F03,Factory,P004,106,2,2,106,23,LOW,53.0,4.609
2026-06-25,F03,Factory,P004,106,8,9,105,23,HIGH,11.67,4.565
2026-06-26,F03,Factory,P004,105,12,5,112,23,MEDIUM,22.4,4.87
2026-06-27,F03,Factory,P004,112,0,9,103,23,HIGH,11.44,4.478
2026-06-28,F03,Factory,P004,103,11,2,112,23,LOW,56.0,4.87
2026-06-29,F03,Factory,P004,112,5,0,117,23,LOW,999.0,5.087
2026-06-30,F03,Factory,P004,117,11,8,120,23,MEDIUM,15.0,5.217
2026-06-01,F03,Factory,P005,70,0,4,66,15,MEDIUM,16.5,4.4
2026-06-02,F03,Factory,P005,66,3,3,66,15,MEDIUM,22.0,4.4
2026-06-03,F03,Factory,P005,66,1,4,63,15,MEDIUM,15.75,4.2
2026-06-04,F03,Factory,P005,63,2,5,60,15,MEDIUM,12.0,4.0
2026-06-05,F03,Factory,P005,60,1,3,58,15,MEDIUM,19.33,3.867
2026-06-06,F03,Factory,P005,58,2,4,56,15,MEDIUM,14.0,3.733
2026-06-07,F03,Factory,P005,56,3,3,56,15,MEDIUM,18.67,3.733
2026-06-08,F03,Factory,P005,56,0,3,53,15,MEDIUM,17.67,3.533
2026-06-09,F03,Factory,P005,53,0,1,52,15,LOW,52.0,3.467
2026-06-10,F03,Factory,P005,52,1,0,53,15,LOW,999.0,3.533
2026-06-11,F03,Factory,P005,53,3,1,55,15,LOW,55.0,3.667
2026-06-12,F03,Factory,P005,55,3,3,55,15,MEDIUM,18.33,3.667
2026-06-13,F03,Factory,P005,55,1,3,53,15,MEDIUM,17.67,3.533
2026-06-14,F03,Factory,P005,53,1,1,53,15,LOW,53.0,3.533
2026-06-15,F03,Factory,P005,53,3,3,53,15,MEDIUM,17.67,3.533
2026-06-16,F03,Factory,P005,53,3,0,56,15,LOW,999.0,3.733
2026-06-17,F03,Factory,P005,56,4,1,59,15,LOW,59.0,3.933
2026-06-18,F03,Factory,P005,59,1,4,56,15,MEDIUM,14.0,3.733
2026-06-19,F03,Factory,P005,56,0,2,54,15,LOW,27.0,3.6
2026-06-20,F03,Factory,P005,54,2,1,55,15,LOW,55.0,3.667
2026-06-21,F03,Factory,P005,55,4,2,57,15,LOW,28.5,3.8
2026-06-22,F03,Factory,P005,57,5,1,61,15,LOW,61.0,4.067
